trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
48,False,"{'a': 0.001, 'e': 0.9999999994590031}",25,0,-142.76455624061393,"{0: 16, 1: 4, 2: 2, 3: 0, 4: 3}",0
49,False,"{'a': 0.001, 'e': 0.9999999989838887}",20,0,-172.78617532737988,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 3}",0
50,False,"{'a': 0.001, 'e': 0.9999999981267431}",20,0,-136.86708069512588,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
51,False,"{'a': 0.001, 'e': 0.99999999660842}",25,0,-155.3782164792918,"{0: 14, 1: 0, 2: 7, 3: 3, 4: 1}",0
52,False,"{'a': 0.001, 'e': 0.9999999939662471}",25,0,-142.0355606499068,"{0: 15, 1: 4, 2: 2, 3: 2, 4: 2}",0
53,False,"{'a': 0.001, 'e': 0.9999999894469287}",25,0,-154.13901228297536,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 3}",0
54,False,"{'a': 0.001, 'e': 0.9999999818450669}",20,0,-67.32405317633945,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
55,False,"{'a': 0.001, 'e': 0.999999969264029}",20,2,-256.62308115485166,"{0: 7, 1: 1, 2: 4, 3: 1, 4: 5}",1
56,False,"{'a': 0.001, 'e': 0.9999999487679748}",20,0,-100.9799306617311,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
57,False,"{'a': 0.001, 'e': 0.9999999158840924}",30,0,-137.11197311813916,"{0: 18, 1: 3, 2: 6, 3: 2, 4: 1}",0
58,False,"{'a': 0.001, 'e': 0.9999998639023623}",20,0,-66.59727282225836,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
59,False,"{'a': 0.001, 'e': 0.9999997829064251}",25,0,-88.62238755320674,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
60,False,"{'a': 0.001, 'e': 0.9999996584535197}",25,0,-95.4421363837721,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
61,False,"{'a': 0.001, 'e': 0.9999994698042339}",25,0,-153.86687303826653,"{0: 13, 1: 5, 2: 4, 3: 1, 4: 2}",0
62,False,"{'a': 0.001, 'e': 0.9999991875845126}",25,0,-119.45398207841957,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
63,False,"{'a': 0.001, 'e': 0.9999987707436779}",20,0,-56.15784281094281,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
64,False,"{'a': 0.001, 'e': 0.9999981626541408}",20,0,-93.94695430452344,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
65,False,"{'a': 0.001, 'e': 0.9999972861821629}",25,0,-31.020712002098634,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
66,False,"{'a': 0.001, 'e': 0.9999960375458882}",25,0,-163.14990200479954,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
67,False,"{'a': 0.001, 'e': 0.9999942787683728}",25,0,-132.3702798398977,"{0: 17, 1: 4, 2: 1, 3: 0, 4: 3}",0
68,False,"{'a': 0.001, 'e': 0.9999918285311205}",25,0,-192.39188751152892,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 4}",0
69,False,"{'a': 0.001, 'e': 0.9999884512391891}",30,0,-170.75094154954652,"{0: 20, 1: 2, 2: 4, 3: 1, 4: 3}",0
70,False,"{'a': 0.001, 'e': 0.9999838441236936}",20,0,-140.65422483679595,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
71,False,"{'a': 0.001, 'e': 0.9999776222326268}",20,0,-71.02528805050731,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
72,False,"{'a': 0.001, 'e': 0.9999693011971298}",20,0,-46.840404410488716,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
73,False,"{'a': 0.001, 'e': 0.9999582777079669}",20,0,-83.48651140714617,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
74,False,"{'a': 0.001, 'e': 0.9999438076957436}",20,8,-61.22072085589516,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 1}",1
75,False,"{'a': 0.001, 'e': 0.9999249822774903}",20,0,-192.7187797437072,"{0: 9, 1: 1, 2: 7, 3: 0, 4: 3}",0
76,False,"{'a': 0.001, 'e': 0.9999007016101188}",20,0,-48.829421417911206,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
77,False,"{'a': 0.001, 'e': 0.9998696468758599}",25,0,-219.46739214721032,"{0: 13, 1: 3, 2: 4, 3: 1, 4: 4}",0
78,False,"{'a': 0.001, 'e': 0.9998302507134224}",25,0,-267.59249021107723,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 5}",0
79,False,"{'a': 0.001, 'e': 0.9997806664982156}",25,0,-230.05617304887406,"{0: 11, 1: 6, 2: 3, 3: 1, 4: 4}",0
80,False,"{'a': 0.001, 'e': 0.9997187369620659}",25,0,-147.09529026056364,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
81,False,"{'a': 0.001, 'e': 0.9996419627238654}",25,0,-118.86799287288575,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
82,False,"{'a': 0.001, 'e': 0.999547471373903}",20,0,-85.747029242563,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
83,False,"{'a': 0.001, 'e': 0.9994319878128213}",20,0,-105.38262311763383,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
84,False,"{'a': 0.001, 'e': 0.9992918065881613}",20,0,-64.2340238159101,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
85,False,"{'a': 0.001, 'e': 0.9991227669947487}",25,0,-159.309146884909,"{0: 13, 1: 1, 2: 7, 3: 3, 4: 1}",0
86,False,"{'a': 0.001, 'e': 0.9989202317078227}",20,0,-60.46203399887385,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
87,False,"{'a': 0.001, 'e': 0.9986790696986848}",20,0,-69.01171509756786,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
88,False,"{'a': 0.001, 'e': 0.9983936441413632}",25,0,-78.66596682341077,"{0: 17, 1: 0, 2: 6, 3: 2, 4: 0}",0
89,False,"{'a': 0.001, 'e': 0.9980578059558912}",30,0,-173.73029515913893,"{0: 18, 1: 2, 2: 7, 3: 0, 4: 3}",0
90,False,"{'a': 0.001, 'e': 0.9976648935505397}",25,0,-170.0085111558401,"{0: 14, 1: 2, 2: 4, 3: 3, 4: 2}",0
91,False,"{'a': 0.001, 'e': 0.9972077392238285}",25,0,-183.89980018336772,"{0: 15, 1: 2, 2: 3, 3: 2, 4: 3}",0
92,False,"{'a': 0.001, 'e': 0.9966786825700865}",20,0,-74.74553547768002,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
93,False,"{'a': 0.001, 'e': 0.9960695911030094}",20,0,-77.59977541218534,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
94,False,"{'a': 0.001, 'e': 0.995371888173788}",20,0,-121.55212964264132,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
95,False,"{'a': 0.001, 'e': 0.994576588117868}",20,0,-116.00044086224665,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
96,False,"{'a': 0.001, 'e': 0.9936743384213115}",30,22,13.545730051846004,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.001, 'e': 0.9926554685580351}",25,0,-132.66522206767627,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
98,False,"{'a': 0.001, 'e': 0.9915100450166834}",20,0,-204.17971720499756,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 4}",0
99,False,"{'a': 0.001, 'e': 0.990227931914004}",35,0,-302.6379008921671,"{0: 19, 1: 4, 2: 4, 3: 3, 4: 5}",0
100,False,"{'a': 0.001, 'e': 0.988798856483345}",20,4,-57.65342091913873,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 1}",1
101,False,"{'a': 0.001, 'e': 0.9872124786347787}",30,0,-161.87352663092364,"{0: 19, 1: 2, 2: 5, 3: 2, 4: 2}",0
102,False,"{'a': 0.001, 'e': 0.9854584637092955}",20,0,-160.7150698898206,"{0: 8, 1: 4, 2: 5, 3: 1, 4: 2}",0
103,False,"{'a': 0.001, 'e': 0.9835265574948051}",20,0,-133.98172455589747,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
104,False,"{'a': 0.001, 'e': 0.9814066625370375}",20,0,-150.7334279386823,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
105,False,"{'a': 0.001, 'e': 0.9790889147639346}",25,0,-130.5656393482446,"{0: 13, 1: 3, 2: 8, 3: 0, 4: 1}",0
106,False,"{'a': 0.001, 'e': 0.9765637594473203}",20,0,-72.81758424260558,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
107,False,"{'a': 0.001, 'e': 0.9738220255495507}",20,0,-63.85305372784606,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
108,False,"{'a': 0.001, 'e': 0.9708549975440749}",20,0,-137.7493336271878,"{0: 9, 1: 1, 2: 8, 3: 1, 4: 1}",0
109,False,"{'a': 0.001, 'e': 0.9676544838556221}",30,0,-285.067507350661,"{0: 14, 1: 2, 2: 7, 3: 3, 4: 4}",0
110,False,"{'a': 0.001, 'e': 0.9642128811359958}",20,0,-53.998686578397454,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
111,False,"{'a': 0.001, 'e': 0.9605232336729871}",20,0,-165.13218198200707,"{0: 7, 1: 5, 2: 5, 3: 1, 4: 2}",0
112,False,"{'a': 0.001, 'e': 0.956579287320314}",20,0,-116.4034335626738,"{0: 9, 1: 2, 2: 8, 3: 0, 4: 1}",0
113,False,"{'a': 0.001, 'e': 0.9523755374333722}",30,0,-64.41636404616823,"{0: 20, 1: 4, 2: 5, 3: 1, 4: 0}",0
114,False,"{'a': 0.001, 'e': 0.9479072703965444}",25,0,-58.33122752898629,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
115,False,"{'a': 0.001, 'e': 0.9431705984305906}",25,0,-151.45261796634534,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
116,False,"{'a': 0.001, 'e': 0.9381624874710712}",20,0,-70.53510621112534,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
117,False,"{'a': 0.001, 'e': 0.9328807780088881}",25,0,-105.45465576949032,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
118,False,"{'a': 0.001, 'e': 0.927324198880122}",25,0,-68.47443919690188,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
119,False,"{'a': 0.001, 'e': 0.9214923740829026}",20,0,-182.54110033363074,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 3}",0
120,False,"{'a': 0.001, 'e': 0.9153858227828134}",20,0,-106.53183313483122,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
121,False,"{'a': 0.001, 'e': 0.9090059527443295}",25,0,-54.453595855933294,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",0
122,False,"{'a': 0.001, 'e': 0.9023550474932668}",35,6,-84.69276985860999,"{0: 19, 1: 5, 2: 2, 3: 3, 4: 0}",1
123,False,"{'a': 0.001, 'e': 0.8954362475737077}",20,11,-11.909454067813154,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
124,False,"{'a': 0.001, 'e': 0.8882535263120792}",25,18,-0.8439847524369828,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
125,False,"{'a': 0.001, 'e': 0.8808116605409687}",20,0,-97.53268847362168,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
126,False,"{'a': 0.001, 'e': 0.8731161967659792}",20,0,-40.44196678298817,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
127,False,"{'a': 0.001, 'e': 0.8651734132807736}",20,0,-53.237915979589054,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
128,False,"{'a': 0.001, 'e': 0.8569902787488481}",25,0,-240.75711428398208,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 5}",0
129,False,"{'a': 0.001, 'e': 0.8485744077760785}",25,0,-87.2492847115904,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
130,False,"{'a': 0.001, 'e': 0.8399340139963247}",20,0,-24.95880101076738,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
131,False,"{'a': 0.001, 'e': 0.8310778611840622}",20,0,-68.9913043622535,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
132,False,"{'a': 0.001, 'e': 0.8220152128938715}",20,0,-43.39722840791006,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
133,False,"{'a': 0.001, 'e': 0.812755781107436}",20,0,-81.14094791615638,"{0: 10, 1: 5, 2: 3, 3: 2, 4: 0}",0
134,False,"{'a': 0.001, 'e': 0.8033096743452229}",20,0,-13.8561102047921,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
135,False,"{'a': 0.001, 'e': 0.7936873456730231}",25,16,10.452075292382762,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.001, 'e': 0.7838995410037259}",20,0,-73.03384196585877,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
137,False,"{'a': 0.001, 'e': 0.7739572480628057}",30,0,-117.4580707198105,"{0: 20, 1: 4, 2: 4, 3: 0, 4: 2}",0
138,False,"{'a': 0.001, 'e': 0.7638716463526385}",20,0,-57.29637005542087,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
139,False,"{'a': 0.001, 'e': 0.7536540584165625}",25,0,-170.09788142821552,"{0: 13, 1: 3, 2: 5, 3: 2, 4: 2}",0
140,False,"{'a': 0.001, 'e': 0.7433159026690807}",20,0,6.060020509238559,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
141,False,"{'a': 0.001, 'e': 0.7328686480242623}",20,0,-63.72222374431159,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
142,False,"{'a': 0.001, 'e': 0.7223237705206731}",20,0,-21.851200087034133,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
143,False,"{'a': 0.001, 'e': 0.7116927121083982}",20,0,-74.09777523113854,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
144,False,"{'a': 0.001, 'e': 0.7009868417322511}",25,0,15.24735911135476,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
145,False,"{'a': 0.001, 'e': 0.6902174188153188}",25,19,4.378190825279107,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.001, 'e': 0.679395559218802}",20,0,-68.26195326090871,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
147,False,"{'a': 0.001, 'e': 0.6685322037278014}",25,6,-70.9124792544166,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 1}",1
148,False,"{'a': 0.001, 'e': 0.6576380890884074}",20,0,-78.95929521919933,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
149,False,"{'a': 0.001, 'e': 0.6467237215992157}",20,11,4.74640344799683,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
150,False,"{'a': 0.001, 'e': 0.6357993532402721}",25,0,-44.85850930457334,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
151,False,"{'a': 0.001, 'e': 0.6248749603044219}",20,0,-16.26653123759306,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
152,False,"{'a': 0.001, 'e': 0.6139602244800901}",30,12,-22.62397264864039,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
153,False,"{'a': 0.001, 'e': 0.6030645163205943}",25,2,-105.80668147683514,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 2}",1
154,False,"{'a': 0.001, 'e': 0.5921968810231085}",20,0,-41.81387660173496,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
155,False,"{'a': 0.001, 'e': 0.5813660264302908}",20,7,-53.709590575638565,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
156,False,"{'a': 0.001, 'e': 0.5705803131592293}",20,0,6.129069503158689,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
157,False,"{'a': 0.001, 'e': 0.5598477467556702}",25,16,10.947836053560358,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.001, 'e': 0.5491759717663299}",20,9,5.552144665772305,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.001, 'e': 0.5385722676183555}",20,0,-6.940752153848893,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
160,False,"{'a': 0.001, 'e': 0.5280435461925519}",20,0,-12.15018426591174,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
161,False,"{'a': 0.001, 'e': 0.5175963509757258}",25,7,-60.202851752091384,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 1}",1
162,False,"{'a': 0.001, 'e': 0.5072368576772832}",20,0,-73.31574810737573,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
163,False,"{'a': 0.001, 'e': 0.4969708761959373}",30,0,-68.19763059060293,"{0: 21, 1: 3, 2: 4, 3: 2, 4: 0}",0
164,False,"{'a': 0.001, 'e': 0.48680385382392966}",25,0,-55.13637672451701,"{0: 19, 1: 3, 2: 1, 3: 1, 4: 1}",0
165,False,"{'a': 0.001, 'e': 0.4767408795784358}",25,0,0.3513633991637728,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
166,False,"{'a': 0.001, 'e': 0.4667866895527}",25,7,-65.66029594772732,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 1}",1
167,False,"{'a': 0.001, 'e': 0.4569456731828371}",20,13,7.017842357040981,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.001, 'e': 0.4472218803300714}",30,17,5.217713601215722,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.001, 'e': 0.43761902908234496}",25,0,-35.8542776798036,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
170,False,"{'a': 0.001, 'e': 0.4281405141836736}",20,12,15.110917945824344,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.001, 'e': 0.4187894160042659}",30,0,-38.27905682186449,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
172,False,"{'a': 0.001, 'e': 0.4095685099692038}",20,0,12.7663409618793,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
173,False,"{'a': 0.001, 'e': 0.40048027636834294}",30,13,-37.94209205037835,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
174,False,"{'a': 0.001, 'e': 0.3915269104749858}",25,17,13.322538437703829,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.001, 'e': 0.3827103329057676}",20,15,-11.053435478781052,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
176,False,"{'a': 0.001, 'e': 0.37403220015902217}",20,0,-52.71603066143684,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
177,False,"{'a': 0.001, 'e': 0.36549391527365505}",30,16,-6.323037466834364,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
178,False,"{'a': 0.001, 'e': 0.35709663855518625}",25,14,14.1491969740146,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.001, 'e': 0.34884129832013555}",25,3,-36.15979296267007,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 1}",1
180,False,"{'a': 0.001, 'e': 0.3407286016142791}",20,8,10.168038009530793,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.001, 'e': 0.3327590448644865}",20,8,-46.36788722956712,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
182,False,"{'a': 0.001, 'e': 0.32493292442785937}",20,1,-70.28513552443879,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 1}",1
183,False,"{'a': 0.001, 'e': 0.3172503470057043}",20,3,18.787211426818,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.001, 'e': 0.3097112398934898}",30,12,-17.28670566152683,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
185,False,"{'a': 0.001, 'e': 0.3023153610413616}",30,3,-13.132907303732235,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 1}",1
186,False,"{'a': 0.001, 'e': 0.29506230890300644}",20,2,-60.622443173395574,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 1}",1
187,False,"{'a': 0.001, 'e': 0.2879515320536694}",25,1,0.2921592348143047,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
188,False,"{'a': 0.001, 'e': 0.2809823385609528}",25,0,21.432964182723442,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
189,False,"{'a': 0.001, 'e': 0.27415390509464066}",25,1,11.629717087652756,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
190,False,"{'a': 0.001, 'e': 0.2674652857642299}",30,13,26.42910814330552,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.001, 'e': 0.26091542067508755}",25,1,30.35764538931873,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.001, 'e': 0.2545031441962238}",20,0,-63.00019553730189,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
193,False,"{'a': 0.001, 'e': 0.24822719293455786}",25,8,-82.34219806604872,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 1}",1
194,False,"{'a': 0.001, 'e': 0.24208621341228365}",20,15,0.0007593132225718335,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.001, 'e': 0.23607876944550732}",25,13,22.67494800729223,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.001, 'e': 0.2302033492237483}",25,3,-2.7278195413573147,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
197,False,"{'a': 0.001, 'e': 0.2244583720911738}",30,17,-3.9394272442285025,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
198,False,"{'a': 0.001, 'e': 0.21884219503157176}",20,0,-3.4615658209324534,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
199,False,"{'a': 0.001, 'e': 0.21335311886009434}",20,3,28.624719727651108,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.001, 'e': 0.20798939412568995}",35,15,-4.237085398454843,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
201,False,"{'a': 0.001, 'e': 0.20274922672894247}",30,15,-24.803716958725946,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
202,False,"{'a': 0.001, 'e': 0.19763078326071226}",25,14,11.055931800301181,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.001, 'e': 0.19263219606756932}",30,17,24.81884365315651,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.001, 'e': 0.18775156805051385}",20,7,17.55364407673666,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.001, 'e': 0.18298697720389412}",20,14,11.082703743602881,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.001, 'e': 0.17833648090179022}",20,0,16.831858291554884,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
207,False,"{'a': 0.001, 'e': 0.17379811993940153}",25,1,41.99232936610825,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.001, 'e': 0.16936992233720038}",20,7,27.07143398009713,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.001, 'e': 0.16504990691577381}",20,16,9.35700457237649,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.001, 'e': 0.16083608664938442}",30,0,25.98051891305872,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",1
211,False,"{'a': 0.001, 'e': 0.1567264718063479}",20,10,-2.368970920333121,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
